x,y,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On
-87.652212098,41.957170386,3535536,HK614697,09/10/2004 01:30:00 PM,041XX N BROADWAY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2322,019,46,3,08B,1169512,1927719,2004,02/28/2018 03:56:25 PM
-87.613212974,41.826592143,2703654,HJ330148,04/29/2003 03:18:35 AM,005XX E 37TH PL,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0212,002,4,35,04B,1180519,1880223,2003,02/28/2018 03:56:25 PM
-87.721631428,41.939161273,10347588,HY538061,10/02/2015 09:00:00 AM,037XX W BELMONT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,2523,025,30,21,11,1150677,1921014,2015,02/10/2018 03:50:01 PM
-87.683583862,41.776964275,5931918,HN731791,11/18/2007 08:30:00 PM,064XX S WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0825,008,15,66,07,1161476,1861986,2007,02/28/2018 03:56:25 PM
-87.664675996,42.009144641,11834523,JC440719,09/20/2019 01:58:00 AM,013XX W LUNT AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2431,024,49,1,08B,1165974,1946632,2019,09/27/2019 04:08:19 PM
-87.735241577,41.851389789,2807927,HJ461914,06/29/2003 06:28:55 PM,044XX W CERMAK RD,0460,BATTERY,SIMPLE,ALLEY,true,false,1012,010,24,29,08B,1147197,1889004,2003,02/28/2018 03:56:25 PM
-87.687011559,41.902437713,2934116,HJ617694,09/09/2003 12:45:00 PM,011XX N WESTERN AVE,0460,BATTERY,SIMPLE,SCHOOL, PUBLIC, BUILDING,false,false,1312,012,1,24,08B,1160197,1907701,2003,02/28/2018 03:56:25 PM
-87.611458525,41.75801796,5997770,HN742505,12/04/2007 09:15:00 PM,075XX S RHODES AVE,2027,NARCOTICS,POSS: CRACK,OTHER,true,false,0624,006,6,69,18,1181207,1855239,2007,02/28/2018 03:56:25 PM
-87.615113401,41.757950303,3046607,HJ760617,11/14/2003 07:00:00 PM,075XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,false,false,0623,006,6,69,06,1180210,1855206,2003,02/28/2018 03:56:25 PM
-87.643498737,41.679609245,10254508,HY442401,09/28/2015 11:00:00 PM,008XX W 118TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0524,005,34,53,03,1172694,1826596,2015,02/10/2018 03:50:01 PM
-87.704263958,41.862525153,7431986,HS227284,03/26/2010 12:00:00 PM,031XX W DOUGLAS BLVD,0820,THEFT,$500 AND UNDER,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,010,24,29,06,1155607,1893122,2010,02/10/2018 03:50:01 PM
-87.633627356,41.816490417,1372115,G070846,02/03/2001 09:00:00 PM,003XX W 43 ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0935,009,,,18,1174985,1876496,2001,08/17/2015 03:03:40 PM
-87.704804668,41.881905272,2839105,HJ497267,07/16/2003 06:02:28 AM,031XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1331,012,28,27,08B,1155408,1900183,2003,02/28/2018 03:56:25 PM
-87.772266428,41.894101596,8936176,HV608025,12/18/2012 06:05:00 PM,007XX N MAYFIELD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1511,015,29,25,18,1137008,1904500,2012,02/10/2018 03:50:01 PM
-87.7203801,41.935880744,7836596,HS647356,12/04/2010 06:00:00 PM,029XX N LAWNDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2523,025,30,21,07,1151026,1919821,2010,02/04/2016 06:33:39 AM
-87.724989999,41.89978844,6009131,HP105746,01/04/2008 11:58:18 AM,010XX N HARDING AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,1112,011,27,23,18,1149865,1906660,2008,02/28/2018 03:56:25 PM
-87.772239621,41.945816523,11069777,JA409293,08/28/2017 09:30:00 AM,058XX W ADDISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1633,016,38,15,11,1136892,1923345,2017,02/10/2018 03:50:01 PM
-87.660276912,41.690370478,3584808,HK671332,10/04/2004 03:20:00 PM,015XX W 112TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2234,022,34,75,03,1168080,1830481,2004,02/10/2018 03:50:01 PM
-87.720163537,41.8617467,7908653,HT138480,01/27/2011 08:00:00 AM,014XX S HAMLIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1011,010,24,29,07,1151278,1892807,2011,02/04/2016 06:33:39 AM
-87.600955757,41.744026902,3717389,HK820629,12/15/2004 04:00:00 PM,009XX E 83RD ST,0560,ASSAULT,SIMPLE,STREET,false,false,0631,006,8,44,08A,1184116,1850165,2004,02/28/2018 03:56:25 PM
-87.698988679,42.011976553,1864302,G693703,11/18/2001 09:45:00 AM,027XX W TOUHY AV,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,PARKING LOT/GARAGE(NON.RESID.),true,false,2411,024,,,18,1156641,1947593,2001,08/17/2015 03:03:40 PM
-87.638940266,41.698761942,11217307,JB133836,01/28/2018 09:00:00 PM,107XX S LOWE AVE,0810,THEFT,OVER $500,STREET,false,false,2233,022,34,49,06,1173883,1833585,2018,05/04/2018 03:51:04 PM
-87.694622835,41.851912036,8375395,HT609373,11/28/2011 08:20:00 PM,027XX W CERMAK RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1023,010,28,30,06,1158262,1889274,2011,02/04/2016 06:33:39 AM
-87.634672812,41.90990286,11327188,JB279563,05/26/2018 01:30:00 AM,015XX N WELLS ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1821,018,43,8,03,1174423,1910533,2018,06/02/2018 03:48:31 PM
-87.677483468,41.955113932,10773691,HZ539008,12/02/2016 06:15:00 PM,019XX W CUYLER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1912,019,47,5,14,1162644,1926916,2016,02/10/2018 03:50:01 PM
-87.660281213,41.990431034,8700374,HV376829,07/11/2012 12:10:00 AM,059XX N BROADWAY,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,2013,020,48,77,06,1167222,1939822,2012,02/04/2016 06:33:39 AM
-87.629433662,41.736084484,10652915,HZ402772,08/15/2016 12:00:00 PM,002XX W 87TH ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,BANK,false,false,0634,006,21,44,11,1176368,1847206,2016,02/10/2018 03:50:01 PM
-87.543514983,41.654763305,11668423,JC240324,04/26/2019 06:00:00 PM,132XX S BUFFALO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0433,004,10,55,14,1200090,1817777,2019,05/03/2019 04:14:46 PM
-87.905227221,41.976290414,5769810,HN574816,09/07/2007 09:00:00 AM,100XX W OHARE ST,1206,DECEPTIVE PRACTICE,THEFT BY LESSEE,MOTOR VEH,AIRPORT/AIRCRAFT,true,false,1651,016,41,76,11,1100658,1934241,2007,02/28/2018 03:56:25 PM
-87.716462485,41.865250506,1354311,G057991,01/26/2001 03:00:00 PM,012XX S MILLARD AV,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1011,010,,,05,1152277,1894091,2001,08/17/2015 03:03:40 PM
-87.737658832,41.98036481,11176734,JA547911,11/07/2017 12:00:00 PM,054XX N LOWELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1712,017,39,13,11,1146212,1935998,2017,02/10/2018 03:50:01 PM
-87.707665478,41.851012359,7437853,HS239735,04/02/2010 10:00:00 PM,022XX S SPAULDING AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,RESIDENCE PORCH/HALLWAY,false,false,1024,010,22,30,26,1154711,1888920,2010,02/10/2018 03:50:01 PM
-87.630542489,41.795991039,2785359,HJ432816,06/16/2003 02:39:00 PM,054XX S WENTWORTH AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,0232,002,3,37,06,1175887,1869033,2003,02/28/2018 03:56:25 PM
-87.646799918,41.706880232,8657626,HV332782,06/13/2012 01:20:00 PM,009XX W 103RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,2232,022,34,73,14,1171713,1836526,2012,02/04/2016 06:33:39 AM
-87.66571041,41.836385231,8550915,HV226686,04/03/2012 04:37:00 PM,031XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0912,009,11,59,06,1166183,1883676,2012,02/04/2016 06:33:39 AM
-87.745068798,41.891278877,1425530,G125615,03/04/2001 12:19:00 PM,047XX W OHIO ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1111,011,,,18,1144420,1903521,2001,08/17/2015 03:03:40 PM
-87.743335643,41.876868173,10003989,HY193787,03/22/2015 12:15:00 AM,047XX W JACKSON BLVD,2026,NARCOTICS,POSS: PCP,STREET,true,false,1113,011,28,25,18,1144928,1898273,2015,02/10/2018 03:50:01 PM
-87.711406428,41.894487898,3202436,HK210552,02/28/2004 09:10:00 PM,007XX N HOMAN AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,false,1121,011,27,23,04A,1153577,1904755,2004,02/28/2018 03:56:25 PM
-87.734352265,41.906160381,2512325,HH854383,12/22/2002 02:36:00 PM,043XX W HIRSCH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,2534,025,37,23,04B,1147300,1908964,2002,02/10/2018 03:50:01 PM
-87.610864923,41.783160188,2714962,HJ339474,05/02/2003 05:30:00 AM,061XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0313,003,20,42,08B,1181292,1864402,2003,02/28/2018 03:56:25 PM
-87.604266485,41.745807057,5244387,HN117574,01/11/2007 04:15:00 AM,008XX E 82ND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0631,006,8,44,18,1183207,1850806,2007,02/28/2018 03:56:25 PM
-87.693290327,41.908960252,8871761,HV545064,11/02/2012 11:31:00 AM,015XX N TALMAN AVE,1330,CRIMINAL TRESPASS,TO LAND,ALLEY,true,false,1423,014,26,24,26,1158470,1910065,2012,02/10/2018 03:50:01 PM
-87.613829953,41.756040473,12086176,JD273848,06/21/2020 02:00:00 AM,076XX S VERNON AVE,0460,BATTERY,SIMPLE,RESIDENCE - GARAGE,false,false,0624,006,6,69,08B,1180566,1854513,2020,06/28/2020 03:47:32 PM
-87.722275996,41.890487517,9388962,HW532493,11/13/2013 09:44:00 PM,005XX N AVERS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1122,011,27,23,18,1150628,1903276,2013,02/10/2018 03:50:01 PM
-87.649445039,41.908880377,2896664,HJ565645,08/16/2003 07:02:21 AM,015XX N DAYTON ST,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,STREET,false,false,1822,018,43,8,08B,1170405,1910128,2003,02/28/2018 03:56:25 PM
-87.774281815,41.869786389,9986108,HY176099,03/08/2015 09:38:00 AM,009XX S AUSTIN BLVD,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,1513,015,29,25,08B,1136517,1895636,2015,02/10/2018 03:50:01 PM
-87.687043909,41.813186423,9718332,HX368055,07/24/2014 08:00:00 PM,044XX S CAMPBELL AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0922,009,12,58,08A,1160433,1875178,2014,02/10/2018 03:50:01 PM
-87.650082791,41.967895809,11404830,JB380779,08/05/2018 06:32:00 PM,047XX N CLARENDON AVE,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,HOSPITAL BUILDING/GROUNDS,true,false,1914,019,46,3,04B,1170060,1931632,2018,09/06/2018 04:14:15 PM
-87.685192482,41.773770768,5291749,HN155931,02/01/2007 12:30:00 PM,024XX W 66TH ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0832,008,15,66,08B,1161046,1860819,2007,02/10/2018 03:50:01 PM
-87.684605927,42.010060309,11853291,JC463584,10/07/2019 03:00:00 PM,021XX W GREENLEAF AVE,0560,ASSAULT,SIMPLE,SCHOOL, PUBLIC, GROUNDS,false,false,2411,024,50,2,08A,1160555,1946924,2019,10/14/2019 04:14:03 PM
-87.757676459,41.884827928,10117917,HY306601,06/18/2015 02:30:00 AM,002XX N LOCKWOOD AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,false,false,1523,015,28,25,26,1141003,1901147,2015,02/10/2018 03:50:01 PM
-87.734447423,41.903446827,8027435,HT258500,04/20/2011 04:50:00 PM,043XX W CRYSTAL ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,2534,025,37,23,26,1147281,1907975,2011,02/10/2018 03:50:01 PM
-87.63084099,41.712170889,10606248,HZ357770,07/20/2016 06:00:00 PM,100XX S PRINCETON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0511,005,9,49,14,1176055,1838489,2016,02/10/2018 03:50:01 PM
-87.783152359,41.927963268,7034354,HR441800,07/22/2009 01:00:00 AM,026XX N MOBILE AVE,0460,BATTERY,SIMPLE,APARTMENT,true,false,2512,025,29,19,08B,1133965,1916820,2009,02/28/2018 03:56:25 PM
-87.634266948,41.884466819,6900091,HR306681,05/06/2009 08:20:00 AM,002XX W RANDOLPH ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0113,001,42,32,06,1174609,1901265,2009,02/28/2018 03:56:25 PM
-87.720517147,41.866235446,10952094,JA271987,05/20/2017 01:45:00 PM,038XX W ROOSEVELT RD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,1011,010,24,29,26,1151170,1894442,2017,02/10/2018 03:50:01 PM
-87.657252884,41.839091002,2226416,HH489825,07/05/2002 08:42:34 PM,030XX S LYMAN ST,0560,ASSAULT,SIMPLE,APARTMENT,true,false,0923,009,11,60,08A,1168480,1884680,2002,02/28/2018 03:56:25 PM
-87.765329611,41.953200167,11139953,JA499202,11/04/2017 03:00:00 PM,055XX W IRVING PARK RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1633,016,38,15,06,1138754,1926048,2017,02/10/2018 03:50:01 PM
-87.641822944,41.759143279,10874951,JA183108,03/11/2017 08:18:00 AM,074XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0732,007,17,68,08B,1172919,1855581,2017,02/10/2018 03:50:01 PM
-87.622727286,41.810616619,1651990,G433552,07/23/2001 08:35:48 PM,046XX S MICHIGAN AV,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0221,002,,,08B,1177974,1874380,2001,08/17/2015 03:03:40 PM
-87.666426412,41.713900533,9650633,HX300630,06/09/2014 09:30:00 AM,017XX W 99TH ST,0810,THEFT,OVER $500,RESIDENCE,false,false,2213,022,19,72,06,1166334,1839042,2014,02/10/2018 03:50:01 PM
-87.586229719,41.773339982,5185738,HM771307,12/13/2006 08:21:00 AM,015XX E 67TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,true,true,0332,003,5,43,08B,1188042,1860881,2006,02/28/2018 03:56:25 PM
-87.696679945,41.76394729,5028271,HM635526,10/02/2006 12:10:00 AM,071XX S RICHMOND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0831,008,18,66,14,1157939,1857216,2006,02/28/2018 03:56:25 PM
-87.752979222,41.890133613,10297830,HY485889,11/02/2015 08:00:00 AM,005XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1532,015,28,25,08B,1142269,1903089,2015,02/10/2018 03:50:01 PM
-87.702851451,42.016536715,11203798,JB115841,01/13/2018 11:00:00 PM,029XX W FARGO AVE,0810,THEFT,OVER $500,STREET,false,false,2411,024,50,2,06,1155579,1949247,2018,05/04/2018 03:51:04 PM
-87.607009349,41.772293188,7151827,HR560196,09/27/2009 08:30:00 PM,067XX S EVANS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0321,003,6,42,14,1182377,1860451,2009,02/28/2018 03:56:25 PM
-87.695435212,41.902007319,4355814,HL653266,10/04/2005 05:00:00 PM,027XX W HADDON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1311,012,26,24,14,1157905,1907527,2005,02/28/2018 03:56:25 PM
-87.604893465,41.819956184,8175160,HT409592,07/22/2011 07:30:00 AM,041XX S DREXEL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2123,002,4,36,08B,1182807,1877824,2011,02/10/2018 03:50:01 PM
-87.706781624,41.910705897,7257788,HR670872,12/01/2009 11:00:00 PM,016XX N KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,1421,014,26,23,14,1154793,1910674,2009,02/28/2018 03:56:25 PM
-87.724992604,41.899900967,8451417,HV129488,01/24/2012 12:10:00 AM,010XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1112,011,27,23,08B,1149864,1906701,2012,02/10/2018 03:50:01 PM
-87.676368411,41.87102983,4529987,HM116335,01/10/2006 09:30:00 AM,008XX S DAMEN AVE,0560,ASSAULT,SIMPLE,MEDICAL/DENTAL OFFICE,false,false,1224,012,2,28,08A,1163182,1896278,2006,02/28/2018 03:56:25 PM
-87.632935395,41.792117003,3341995,HK378767,05/21/2004 01:55:00 PM,056XX S PRINCETON AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0711,007,3,68,05,1175246,1867616,2004,02/28/2018 03:56:25 PM
-87.60513252,41.656767415,8769337,HV443612,08/23/2012 05:00:00 PM,131XX S LANGLEY AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0533,005,9,54,08A,1183245,1818359,2012,02/10/2018 03:50:01 PM
-87.686315659,41.787858069,8749736,HV424514,08/10/2012 03:00:00 PM,058XX S CAMPBELL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0824,008,16,63,08A,1160701,1865950,2012,02/10/2018 03:50:01 PM
-87.714655027,41.904582292,5535694,HN345939,05/16/2007 12:15:00 PM,035XX W POTOMAC AVE,0460,BATTERY,SIMPLE,SCHOOL, PUBLIC, BUILDING,false,false,1422,014,26,23,08B,1152666,1908427,2007,02/28/2018 03:56:25 PM
-87.67226856,41.899046982,5919492,HN717963,11/17/2007 02:00:00 PM,009XX N WOOD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1322,012,1,24,06,1164220,1906496,2007,02/28/2018 03:56:25 PM
-87.614956494,41.750657714,3717423,HK822383,12/21/2004 12:00:00 AM,079XX S DR MARTIN LUTHER KING JR DR,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,RESTAURANT,false,false,0623,006,6,44,11,1180275,1852549,2004,02/28/2018 03:56:25 PM
-87.649720276,41.782728365,8438122,HV115647,01/12/2012 06:20:00 PM,061XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ANIMAL HOSPITAL,false,false,0712,007,16,68,14,1170696,1864158,2012,02/10/2018 03:50:01 PM
-87.735415885,41.967331898,7815829,HS625891,11/21/2010 12:05:00 AM,047XX N KILDARE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1722,017,39,14,07,1146855,1931253,2010,02/04/2016 06:33:39 AM
-87.643786396,41.94617618,1580926,G346156,06/14/2001 12:01:00 AM,005XX W CORNELIA AV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2331,019,,,07,1171836,1923731,2001,08/17/2015 03:03:40 PM
-87.663705166,41.761860776,9663509,HX313631,06/21/2014 11:00:00 PM,072XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0735,007,17,67,18,1166941,1856524,2014,02/10/2018 03:50:01 PM
-87.601839023,41.707519433,5514523,HN329838,05/08/2007 10:30:00 AM,008XX E 103RD ST,0460,BATTERY,SIMPLE,SCHOOL, PUBLIC, BUILDING,true,false,0512,005,9,50,08B,1183988,1836860,2007,02/10/2018 03:50:01 PM
-87.69038387,41.902055986,10798720,HZ569005,12/22/2016 07:53:00 PM,025XX W HADDON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1211,012,26,24,11,1159280,1907555,2016,02/10/2018 03:50:01 PM
-87.663915981,41.911685184,1618769,G396008,07/07/2001 02:00:00 AM,016XX N BESLY CT,0810,THEFT,OVER $500,STREET,false,false,1433,014,,,06,1166458,1911119,2001,08/17/2015 03:03:40 PM
-87.614723078,41.802117197,10309284,HY498096,11/11/2015 06:30:00 PM,004XX E 51ST ST,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0223,002,3,38,08B,1180182,1871301,2015,02/10/2018 03:50:01 PM
-87.750959284,41.880425216,11148813,JA511092,11/14/2017 07:45:00 AM,050XX W MADISON ST,0560,ASSAULT,SIMPLE,RESTAURANT,true,false,1533,015,28,25,08A,1142843,1899555,2017,02/10/2018 03:50:01 PM
-87.597691168,41.65757352,11733491,JC318584,06/23/2019 04:01:00 PM,130XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,0533,005,9,54,08B,1185276,1818670,2019,06/30/2019 04:13:20 PM
-87.619266513,41.73243768,2299655,HH585846,08/16/2002 06:00:00 PM,089XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0634,006,6,44,07,1179154,1845900,2002,02/10/2018 03:50:01 PM
-87.639158,41.864493678,2278009,HH554284,08/03/2002 12:01:00 AM,013XX S CANAL ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0131,001,2,28,06,1173336,1893976,2002,02/10/2018 03:50:01 PM
-87.618974689,41.880898501,9556592,HX208191,04/02/2014 01:28:00 PM,003XX E MONROE DR,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,PARKING LOT/GARAGE(NON.RESID.),true,false,0114,001,42,32,04A,1178784,1899999,2014,02/04/2016 06:33:39 AM
-87.639008219,41.700955071,8362252,HT595301,11/18/2011 06:00:00 PM,106XX S LOWE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2233,022,34,49,06,1173858,1834384,2011,02/10/2018 03:50:01 PM
-87.600255932,41.748531331,8230343,HT463405,08/24/2011 12:15:00 PM,080XX S ELLIS AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0631,006,8,44,08A,1184293,1851808,2011,02/10/2018 03:50:01 PM
-87.603628907,41.751305337,6325805,HP407495,06/21/2008 03:00:00 AM,008XX E 79TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,false,false,0624,006,6,69,03,1183364,1852811,2008,02/10/2018 03:50:01 PM
-87.785603309,41.927983218,8006134,HT237672,04/06/2011 07:37:00 PM,026XX N NARRAGANSETT AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2512,025,36,19,06,1133298,1916823,2011,02/10/2018 03:50:01 PM
-87.626709904,41.882076985,4136392,HL468288,07/07/2005 12:59:42 PM,0000X E MADISON ST,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,true,false,0123,001,42,32,26,1176674,1900411,2005,02/28/2018 03:56:25 PM
-87.634272435,41.88194215,8639489,HV314034,06/01/2012 01:00:00 PM,002XX W MADISON ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0122,001,42,32,06,1174615,1900345,2012,02/04/2016 06:33:39 AM
-87.708811932,41.910088528,3788513,HL157193,10/10/2004 04:00:00 PM,032XX W NORTH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,1422,014,26,23,26,1154242,1910445,2004,02/28/2018 03:56:25 PM
-87.636252076,41.777408581,3433093,HK493424,07/13/2004 05:00:00 PM,064XX S EGGLESTON AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,0722,007,20,68,08A,1174385,1862249,2004,02/28/2018 03:56:25 PM
-87.671793655,41.791202978,2495526,HH831639,12/11/2002 02:00:00 PM,056XX S WOLCOTT AVE,0460,BATTERY,SIMPLE,SCHOOL, PUBLIC, BUILDING,false,false,0715,007,15,67,08B,1164652,1867199,2002,02/28/2018 03:56:25 PM
-87.674477094,41.754743956,5278662,HN147460,01/28/2007 01:00:00 AM,076XX S SEELEY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,true,true,0611,006,18,71,26,1164022,1853908,2007,02/10/2018 03:50:01 PM
-87.761992667,41.909421431,9800129,HX449336,09/30/2014 11:22:00 AM,054XX W NORTH AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,2532,025,37,25,06,1139768,1910101,2014,02/10/2018 03:50:01 PM
-87.751340892,41.931017178,1382421,G092259,02/14/2001 02:45:00 PM,027XX N LAVERGNE AV,0820,THEFT,$500 AND UNDER,STREET,false,false,2521,025,,,06,1142614,1917990,2001,08/17/2015 03:03:40 PM
-87.640520462,41.892328543,4802244,HM415614,06/14/2006 03:00:00 PM,006XX N KINGSBURY ST,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1831,018,42,8,06,1172883,1904116,2006,02/10/2018 03:50:01 PM
-87.653824889,41.931666985,10555332,HZ301707,06/10/2016 12:00:00 PM,027XX N SHEFFIELD AVE,0880,THEFT,PURSE-SNATCHING,STREET,false,false,1935,019,43,7,06,1169147,1918422,2016,02/10/2018 03:50:01 PM
-87.627026373,41.850330711,2082860,HH310315,04/16/2002 06:00:00 AM,023XX S STATE ST,0460,BATTERY,SIMPLE,CHA APARTMENT,false,true,2113,001,,,08B,1176683,1888842,2002,10/26/2018 04:01:05 PM
-87.677471499,41.910723346,5928293,HN724803,11/24/2007 04:00:00 AM,016XX N DAMEN AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1434,014,32,24,06,1162771,1910740,2007,02/28/2018 03:56:25 PM
-87.675049485,42.019399237,3321891,HK358947,05/12/2004 10:30:00 AM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2422,024,49,1,06,1163126,1950347,2004,02/28/2018 03:56:25 PM
-87.620740848,41.702456913,3732404,HL100492,12/05/2004 09:00:00 AM,105XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,false,0512,005,9,49,14,1178842,1834972,2004,02/28/2018 03:56:25 PM
-87.746104545,41.910117898,7316203,HS120467,01/03/2010 04:15:00 PM,016XX N CICERO AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,false,false,2533,025,37,25,10,1144091,1910384,2010,02/10/2018 03:50:01 PM
