x,y,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On
-87.712327577,41.884706911,11061416,JA399463,08/20/2017 06:50:00 PM,034XX W LAKE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1123,011,28,27,18,1153352,1901189,2017,02/10/2018 03:50:01 PM
-87.752374065,41.92124198,6428085,HP508829,08/12/2008 12:10:00 PM,022XX N LAWLER AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,false,false,2522,025,31,19,04B,1142357,1914426,2008,02/10/2018 03:50:01 PM
-87.709387346,41.907588914,2911313,HJ558276,08/12/2003 09:45:00 PM,014XX N SPAULDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1422,014,26,23,18,1154092,1909533,2003,02/10/2018 03:50:01 PM
-87.660368033,41.684086482,7056483,HR455852,07/29/2009 11:18:00 PM,115XX S JUSTINE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0524,005,34,53,05,1168073,1828191,2009,02/28/2018 03:56:25 PM
-87.69987309,41.88411748,7822903,HS633326,11/23/2010 05:00:00 PM,029XX W LAKE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,1331,012,2,27,14,1156745,1900999,2010,02/04/2016 06:33:39 AM
-87.706102764,41.9710064,10536712,HZ280477,05/26/2016 06:00:00 AM,049XX N ALBANY AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1713,017,33,14,06,1154817,1932649,2016,02/10/2018 03:50:01 PM
-87.756333158,41.890046233,6305867,HP392768,06/13/2008 12:59:55 PM,052XX W RACE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1523,015,28,25,08A,1141356,1903051,2008,02/28/2018 03:56:25 PM
-87.585703691,41.73938959,7632427,HS436396,07/29/2010 03:04:00 PM,085XX S STONY ISLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,0412,004,8,45,26,1188293,1848511,2010,02/10/2018 03:50:01 PM
-87.716051156,41.775115275,3360722,HK407830,06/03/2004 09:00:00 PM,037XX W 65TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0823,008,13,65,14,1152625,1861247,2004,02/28/2018 03:56:25 PM
-87.778952207,41.911809721,2235874,HH509234,07/14/2002 09:40:00 AM,017XX N MOODY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2513,025,29,25,08B,1135146,1910941,2002,02/28/2018 03:56:25 PM
-87.644410632,41.922332671,4492865,HL796170,12/18/2005 01:30:00 AM,022XX N LINCOLN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1812,018,43,7,07,1171736,1915041,2005,02/28/2018 03:56:25 PM
-87.654630945,41.928085056,11544360,JB563805,12/22/2018 12:38:00 PM,010XX W LILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1932,019,43,7,14,1168938,1917115,2018,12/29/2018 04:06:33 PM
-87.768348637,41.886047234,9803872,HX452852,10/02/2014 08:30:00 PM,003XX N WALLER AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1512,015,29,25,03,1138094,1901572,2014,02/10/2018 03:50:01 PM
-87.699685293,41.706204287,4368154,HL661659,10/08/2005 06:30:09 PM,031XX W 103RD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2211,022,19,74,06,1157274,1836169,2005,02/28/2018 03:56:25 PM
-87.595007398,41.798792341,11275544,JB211027,04/04/2018 12:18:00 AM,053XX S KIMBARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0234,002,4,41,14,1185568,1870135,2018,05/04/2018 03:51:04 PM
-87.63466702,41.909760125,9580044,HX230837,04/19/2014 03:00:00 PM,015XX N WELLS ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1821,018,27,8,06,1174425,1910481,2014,02/04/2016 06:33:39 AM
-87.758304875,41.904433209,6245864,HP333507,05/12/2008 09:00:00 AM,013XX N LOCKWOOD AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2532,025,37,25,06,1140784,1908290,2008,02/28/2018 03:56:25 PM
-87.697074448,41.780036552,7725722,HS533317,09/22/2010 07:00:00 PM,062XX S RICHMOND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),true,false,0823,008,15,66,14,1157788,1863078,2010,02/10/2018 03:50:01 PM
-87.61102399,41.735643658,8806308,HV479902,09/17/2012 03:40:00 PM,005XX E 87TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),true,true,0632,006,6,44,08B,1181394,1847087,2012,02/10/2018 03:50:01 PM
-87.642748646,41.842635369,7432336,HS234264,03/29/2010 07:00:00 AM,028XX S LOWE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0923,009,11,60,11,1172422,1886003,2010,02/10/2018 03:50:01 PM
-87.623456938,41.704885986,5579247,HN384242,06/04/2007 12:50:00 PM,104XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0512,005,9,49,14,1178093,1835851,2007,02/28/2018 03:56:25 PM
-87.653472456,41.833599367,8490027,HV167450,02/20/2012 08:00:00 PM,033XX S ABERDEEN ST,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0924,009,11,60,06,1169526,1882687,2012,02/10/2018 03:50:01 PM
-87.721681107,41.942808606,3400320,HK457706,06/27/2004 03:05:42 AM,037XX W ROSCOE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1732,017,30,21,14,1150654,1922343,2004,02/10/2018 03:50:01 PM
-87.750788256,41.875805774,6510851,HP584707,09/21/2008 02:15:34 PM,050XX W GLADYS AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1533,015,29,25,06,1142901,1897872,2008,02/28/2018 03:56:25 PM
-87.64092074,41.929726567,2033579,HH247219,03/16/2002 03:30:00 PM,026XX N HAMPDEN CT,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2333,019,,,14,1172664,1917743,2002,02/28/2018 03:56:25 PM
-87.669446513,41.927510318,6819040,HR228180,03/20/2009 08:00:00 PM,025XX N MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1931,019,32,7,06,1164908,1916874,2009,02/28/2018 03:56:25 PM
-87.596811411,41.80042579,1313510,G001897,01/01/2001 08:00:00 PM,052XX S WOODLAWN AV,0560,ASSAULT,SIMPLE,APARTMENT,false,true,2131,002,,,08A,1185071,1870726,2001,08/17/2015 03:03:40 PM
-87.624097243,41.897837503,4192755,HL522497,08/01/2005 12:00:00 AM,008XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,1833,018,42,8,11,1177338,1906160,2005,02/10/2018 03:50:01 PM
-87.623331601,41.766835279,6628907,HP698515,11/23/2008 06:23:18 PM,070XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0322,003,6,69,14,1177941,1858425,2008,02/28/2018 03:56:25 PM
-87.602624733,41.746784577,10853159,JA157645,02/17/2017 06:45:00 PM,081XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0631,006,8,44,08B,1183652,1851166,2017,02/10/2018 03:50:01 PM
-87.729644762,41.857178341,1606930,G379791,06/29/2001 06:00:00 PM,016XX S KEELER AV,0560,ASSAULT,SIMPLE,STREET,false,false,1012,010,,,08A,1148707,1891124,2001,08/17/2015 03:03:40 PM
-87.724994244,41.860238349,11336813,JB292118,06/04/2018 09:05:00 AM,015XX S PULASKI RD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1014,010,24,29,04B,1149966,1892248,2018,06/11/2018 03:52:24 PM
-87.62221171,41.702902372,10819126,JA119362,01/10/2017 12:00:00 PM,105XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,false,false,0512,005,9,49,05,1178439,1835131,2017,02/10/2018 03:50:01 PM
-87.730044485,41.865421448,5376165,HN222554,03/09/2007 02:00:00 AM,012XX S KEELER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1011,010,24,29,06,1148577,1894127,2007,02/28/2018 03:56:25 PM
-87.631258953,41.68452433,11808619,JC409421,08/27/2019 03:00:00 PM,115XX S HARVARD AVE,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,0522,005,34,53,08A,1176023,1828414,2019,09/03/2019 04:22:32 PM
-87.629995452,41.878156422,3864463,HL240601,03/11/2005 04:30:00 PM,0000X W JACKSON BLVD,0890,THEFT,FROM BUILDING,OTHER,false,false,0112,001,2,32,06,1175791,1898975,2005,02/28/2018 03:56:25 PM
-87.660239092,41.967190172,8735522,HV411204,08/01/2012 08:46:00 PM,012XX W LELAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1913,019,46,3,18,1167300,1931353,2012,02/10/2018 03:50:01 PM
-87.763615742,41.926440995,8536993,HV213797,03/24/2012 09:40:00 PM,025XX N LINDER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2515,025,30,19,06,1139285,1916300,2012,02/04/2016 06:33:39 AM
-87.675898955,42.018388759,6407947,HP489830,08/02/2008 12:26:17 PM,075XX N CLARK ST,0820,THEFT,$500 AND UNDER,BANK,false,false,2424,024,49,1,06,1162898,1949977,2008,02/28/2018 03:56:25 PM
-87.586502002,41.78210152,5952032,HN745298,12/06/2007 01:35:00 PM,062XX S STONY ISLAND AVE,3960,INTIMIDATION,INTIMIDATION,SCHOOL, PUBLIC, BUILDING,false,false,0314,003,5,42,26,1187940,1864073,2007,02/28/2018 03:56:25 PM
-87.739543529,41.78743475,6350726,HP431387,07/03/2008 12:00:00 AM,058XX S KILPATRICK AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,false,false,0813,008,23,56,14,1146186,1865691,2008,02/28/2018 03:56:25 PM
-87.697626498,41.90291958,2838044,HJ498213,07/12/2003 02:00:00 AM,028XX W DIVISION ST,0810,THEFT,OVER $500,STREET,false,false,1311,012,26,24,06,1157306,1907855,2003,02/28/2018 03:56:25 PM
-87.660452276,41.949724539,4461123,HL759783,11/28/2005 01:00:00 AM,037XX N MAGNOLIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1923,019,44,6,14,1167292,1924988,2005,02/10/2018 03:50:01 PM
-87.795733254,41.939115027,11451176,JB442093,09/18/2018 09:00:00 PM,032XX N OAK PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1632,016,36,17,08B,1130516,1920862,2018,09/25/2018 04:14:11 PM
-87.604896792,41.739320771,3884636,HL260177,03/28/2005 03:44:50 PM,085XX S COTTAGE GROVE AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,0632,006,6,44,03,1183055,1848441,2005,02/28/2018 03:56:25 PM
-87.645528134,41.838055408,9027241,HW174490,03/01/2013 01:19:00 AM,007XX W 31ST ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,OTHER,false,false,0915,009,11,60,04B,1171678,1884328,2013,02/10/2018 03:50:01 PM
-87.623104662,41.824933076,7131081,HR539798,09/14/2009 05:30:00 PM,038XX S MICHIGAN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,OTHER,false,false,0211,002,3,35,17,1177828,1879596,2009,02/04/2016 06:33:39 AM
-87.649390943,41.938374971,6962575,HR367203,06/10/2009 01:45:00 AM,031XX N CLARK ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1932,019,44,6,18,1170334,1920876,2009,02/28/2018 03:56:25 PM
-87.678199026,41.878726928,5126032,HM721868,11/15/2006 12:35:00 PM,020XX W ADAMS ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,SCHOOL, PUBLIC, BUILDING,false,false,1211,012,2,28,08A,1162662,1899079,2006,02/10/2018 03:50:01 PM
-87.706041601,41.789523487,1341543,G033902,01/16/2001 05:00:00 PM,057XX S SPAULDING AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0822,008,,,14,1155317,1866517,2001,08/17/2015 03:03:40 PM
-87.765577689,41.918607701,1894543,G740489,12/11/2001 03:10:03 AM,055XX W GRAND AV,2022,NARCOTICS,POSS: COCAINE,OTHER,true,false,2515,025,,,18,1138770,1913442,2001,08/17/2015 03:03:40 PM
-87.59935831,41.81410035,6920590,HR324173,05/16/2009 11:34:00 AM,044XX S GREENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,2123,002,4,39,08B,1184334,1875703,2009,02/28/2018 03:56:25 PM
-87.623925743,41.857561923,4150784,HL483243,07/14/2005 11:00:00 AM,018XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,CONSTRUCTION SITE,false,false,0132,001,3,33,06,1177506,1891484,2005,02/28/2018 03:56:25 PM
-87.580708771,41.707756212,3516470,HK594355,08/31/2004 07:47:53 PM,103XX S DOTY AVE E,0935,MOTOR VEHICLE THEFT,THEFT/RECOVERY: TRUCK,BUS,MHOME,STREET,false,false,0434,004,10,51,07,1189757,1836996,2004,02/28/2018 03:56:25 PM
-87.684551821,41.767861423,3034695,HJ745524,11/07/2003 05:30:00 PM,069XX S ARTESIAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0832,008,15,66,07,1161237,1858667,2003,02/28/2018 03:56:25 PM
-87.702547685,41.961225778,7082495,HR490914,08/18/2009 05:15:00 PM,029XX W MONTROSE AVE,0810,THEFT,OVER $500,STREET,false,false,1724,017,33,14,06,1155810,1929092,2009,02/04/2016 06:33:39 AM
-87.709190774,41.861747967,12004184,JD179889,03/09/2020 05:00:00 PM,014XX S CHRISTIANA AVE,0545,ASSAULT,PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY,SCHOOL - PUBLIC BUILDING,false,false,1021,010,24,29,08A,1154267,1892829,2020,03/18/2020 03:52:17 PM
-87.650104977,41.772392903,5196901,HM785140,12/19/2006 09:05:00 AM,010XX W MARQUETTE RD,0610,BURGLARY,FORCIBLE ENTRY,STREET,false,false,0724,007,17,68,05,1170621,1860391,2006,02/28/2018 03:56:25 PM
-87.806523466,41.931645861,3974406,HL337715,05/05/2005 06:45:00 AM,028XX N HARLEM AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2511,025,36,18,14,1127597,1918122,2005,02/28/2018 03:56:25 PM
-87.685233197,41.894853594,11839790,JC447180,09/24/2019 08:53:00 PM,023XX W SUPERIOR ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,SIDEWALK,false,false,1221,012,1,24,15,1160702,1904941,2019,10/11/2019 03:56:18 PM
-87.579118775,41.726914836,3285618,HK315302,04/20/2004 10:05:00 AM,092XX S CONSTANCE AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0413,004,8,48,08B,1190130,1843981,2004,02/28/2018 03:56:25 PM
-87.642602726,41.88007433,3820601,HL190933,02/19/2005 09:00:00 AM,001XX S JEFFERSON ST,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,0111,001,2,28,06,1172352,1899646,2005,02/28/2018 03:56:25 PM
-87.544246407,41.74375846,10706690,HZ463202,10/06/2016 08:40:00 AM,083XX S BUFFALO AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,0424,004,10,46,04B,1199593,1850204,2016,02/10/2018 03:50:01 PM
-87.905227221,41.976290414,10877527,JA183692,03/09/2017 10:25:00 PM,100XX W OHARE ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,AIRPORT EXTERIOR - NON-SECURE AREA,false,false,1651,016,41,76,04A,1100658,1934241,2017,02/10/2018 03:50:01 PM
-87.688165433,41.765741218,11273367,JB208145,04/02/2018 12:01:00 AM,070XX S ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0832,008,18,66,14,1160257,1857887,2018,05/04/2018 03:51:04 PM
-87.716062887,41.886560206,10825993,JA127328,01/23/2017 07:23:00 PM,003XX N CENTRAL PARK AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1123,011,28,27,03,1152330,1901857,2017,02/14/2017 03:49:42 PM
-87.652976283,41.911228462,1427632,G144612,02/28/2001 03:00:00 PM,016XX N SHEFFIELD AV,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,SMALL RETAIL STORE,true,false,1813,018,,,11,1169437,1910976,2001,08/17/2015 03:03:40 PM
-87.76653709,41.881178242,3453680,HK520091,07/28/2004 12:25:42 AM,0000X N PARKSIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1513,015,29,25,08B,1138599,1899801,2004,02/28/2018 03:56:25 PM
-87.714166918,41.867260668,9470790,HX123733,10/05/2013 09:00:00 AM,035XX W GRENSHAW ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1133,011,24,29,06,1152897,1894828,2013,02/10/2018 03:50:01 PM
-87.702006888,41.893797199,1454034,G180034,03/21/2001 07:30:00 PM,007XX N SACRAMENTO AV,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,OTHER,false,false,1313,012,,,26,1156138,1904522,2001,08/17/2015 03:03:40 PM
-87.670927954,41.980718138,7289747,HR706752,12/26/2009 12:15:00 AM,016XX W RASCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,2012,020,40,77,14,1164355,1936260,2009,02/28/2018 03:56:25 PM
-87.765329611,41.953200167,9723831,HX373950,08/04/2014 03:50:00 PM,055XX W IRVING PARK RD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,1633,016,38,15,26,1138754,1926048,2014,02/10/2018 03:50:01 PM
-87.656932149,41.805068372,4131695,HL466828,07/06/2005 05:55:03 PM,012XX W 49TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0933,009,20,61,14,1168665,1872283,2005,02/28/2018 03:56:25 PM
-87.628643754,41.677260531,5859652,HN665244,10/23/2007 02:00:00 PM,119XX S YALE AVE,2027,NARCOTICS,POSS: CRACK,STREET,false,false,0522,005,34,53,18,1176759,1825773,2007,02/28/2018 03:56:25 PM
-87.692962691,41.928505565,6001370,HP108662,01/05/2008 10:00:00 PM,026XX W LOGAN BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,1431,014,35,22,06,1158506,1917188,2008,02/28/2018 03:56:25 PM
-87.67458531,41.963793736,11523169,JB536959,12/02/2018 12:00:00 AM,045XX N RAVENSWOOD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1912,019,47,4,03,1163408,1930085,2018,12/09/2018 04:09:43 PM
-87.714624846,41.879546405,6957471,HR363121,06/07/2009 05:35:00 AM,035XX W MONROE ST,0890,THEFT,FROM BUILDING,APARTMENT,false,true,1123,011,28,27,06,1152740,1899304,2009,02/10/2018 03:50:01 PM
-87.569290282,41.708029389,10382615,HZ119048,01/17/2016 05:25:00 PM,022XX E 103RD ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,POLICE FACILITY/VEH PARKING LOT,true,false,0434,004,10,51,18,1192874,1837123,2016,02/10/2018 03:50:01 PM
-87.670739681,42.012703334,7032387,HR440073,07/21/2009 05:05:00 AM,016XX W TOUHY AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2423,024,49,1,03,1164316,1947916,2009,02/28/2018 03:56:25 PM
-87.628139319,41.846245862,7532438,HS334882,05/30/2010 09:36:00 PM,025XX S DEARBORN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,2113,001,3,33,08B,1176392,1887351,2010,02/10/2018 03:50:01 PM
-87.6015084,41.653330429,3893283,HL265518,03/31/2005 09:15:00 AM,008XX E 133RD PL,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,SCHOOL, PUBLIC, BUILDING,false,false,0533,005,9,54,08B,1184246,1817115,2005,02/28/2018 03:56:25 PM
-87.703313645,41.73516861,7397533,HS199483,03/09/2010 04:30:00 PM,032XX W 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0834,008,18,70,14,1156206,1846716,2010,02/10/2018 03:50:01 PM
-87.630843128,41.712310862,2005822,HH210290,02/26/2002 01:00:00 AM,100XX S PRINCETON AV,0810,THEFT,OVER $500,RESIDENCE,false,false,0511,005,,,06,1176054,1838540,2002,02/10/2018 03:50:01 PM
-87.574919245,41.759722788,4385883,HL680257,10/18/2005 07:30:00 AM,074XX S CHAPPEL AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0333,003,5,43,08B,1191171,1855946,2005,02/10/2018 03:50:01 PM
-87.72383304,41.861908934,3713152,HK817710,12/19/2004 02:30:00 PM,014XX S HARDING AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,ALLEY,false,false,1011,010,24,29,07,1150278,1892859,2004,02/28/2018 03:56:25 PM
-87.688888738,41.85199252,11704121,JC283595,05/29/2019 04:45:00 PM,025XX W CERMAK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1023,010,28,31,06,1159824,1889315,2019,06/30/2019 03:56:27 PM
-87.905312411,41.976200173,1836029,G671048,10/13/2001 01:00:00 PM,100XX W OHARE ST,1206,DECEPTIVE PRACTICE,THEFT BY LESSEE,MOTOR VEH,AIRPORT/AIRCRAFT,false,false,1651,016,,76,11,1100635,1934208,2001,01/23/2019 04:13:37 PM
-87.709322139,41.881836603,9741223,HX391729,08/17/2014 07:45:00 PM,033XX W WARREN BLVD,0560,ASSAULT,SIMPLE,STREET,true,false,1123,011,28,27,08A,1154178,1900149,2014,02/10/2018 03:50:01 PM
-87.684540995,42.018621792,10529784,HZ272617,05/20/2016 05:00:00 PM,075XX N RIDGE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2411,024,49,2,08B,1160549,1950044,2016,02/10/2018 03:50:01 PM
-87.576411282,41.717887451,11776084,JC370896,07/30/2019 11:30:00 AM,097XX S VAN VLISSINGEN RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,0431,004,7,51,11,1190898,1840698,2019,08/06/2019 04:17:28 PM
-87.61737196,41.670085769,4517677,HM102446,01/02/2006 11:00:00 AM,123XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0532,005,9,53,14,1179860,1823184,2006,02/10/2018 03:50:01 PM
-87.667009436,41.747513552,9749374,HX399104,08/23/2014 03:00:00 AM,080XX S HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0611,006,21,71,14,1166080,1851289,2014,02/10/2018 03:50:01 PM
-87.747086812,41.90234026,10980311,JA305633,06/13/2017 11:55:00 AM,048XX W DIVISION ST,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,false,false,1531,015,37,25,06,1143843,1907548,2017,02/10/2018 03:50:01 PM
-87.60850434,41.732941111,8723713,HV399957,07/25/2012 04:26:00 PM,006XX E 89TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0633,006,6,44,08B,1182090,1846108,2012,02/04/2016 06:33:39 AM
-87.769327726,41.868672696,2696894,HJ321455,04/24/2003 08:00:00 PM,010XX S MENARD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1513,015,29,25,26,1137869,1895239,2003,02/28/2018 03:56:25 PM
-87.726623245,41.879747632,5503918,HN268322,04/06/2007 10:49:00 AM,040XX W MONROE ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,1115,011,28,26,18,1149472,1899354,2007,02/28/2018 03:56:25 PM
-87.733253611,41.778535249,5112988,HM706046,11/07/2006 01:00:00 AM,044XX W 63RD ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,0813,008,13,65,05,1147924,1862460,2006,02/28/2018 03:56:25 PM
-87.761630725,41.882866334,6720908,HR138812,01/26/2009 05:20:00 AM,001XX N LOTUS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,1523,015,28,25,07,1139931,1900425,2009,02/28/2018 03:56:25 PM
-87.6613899,42.00043187,8063703,HT292245,05/12/2011 01:30:00 PM,012XX W ARTHUR AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,2432,024,40,1,26,1166892,1943464,2011,02/04/2016 06:33:39 AM
-87.718413902,41.944670944,8887209,HV561378,11/13/2012 06:00:00 PM,036XX W CORNELIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1732,017,35,21,07,1151538,1923028,2012,02/10/2018 03:50:01 PM
-87.748059566,41.870226554,11618853,JC180649,03/10/2019 01:00:00 PM,049XX W POLK ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1533,015,29,25,26,1143658,1895844,2019,03/17/2019 04:11:52 PM
-87.612071602,41.785088772,2131164,HH365016,05/11/2002 04:05:32 PM,060XX S RHODES AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,0313,003,20,42,26,1180957,1865102,2002,02/10/2018 03:50:01 PM
-87.73634987,41.884557133,9157711,HW303165,06/02/2013 01:00:00 PM,044XX W MAYPOLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1113,011,28,26,14,1146811,1901088,2013,02/10/2018 03:50:01 PM
-87.66827561,41.8009139,1834726,G659509,11/01/2001 05:30:00 PM,051XX S HERMITAGE AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0932,009,,,06,1165584,1870745,2001,08/17/2015 03:03:40 PM
-87.697160165,41.996437072,6281658,HP367818,05/31/2008 06:55:51 PM,063XX N WASHTENAW AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,2413,024,50,2,06,1157180,1941934,2008,02/10/2018 03:50:01 PM
-87.586783458,41.730628545,10280132,HY468336,09/15/2015 09:00:00 AM,090XX S HARPER AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SCHOOL, PRIVATE, BUILDING,false,false,0413,004,8,48,17,1188026,1845316,2015,02/10/2018 03:50:01 PM
-87.704917826,41.798331999,3935863,HL306110,04/19/2005 11:13:00 PM,052XX S SAWYER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,0822,008,14,63,15,1155600,1869729,2005,02/10/2018 03:50:01 PM
-87.753543342,41.880141912,7562819,HS366850,06/18/2010 05:37:00 PM,0000X S LEAMINGTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1533,015,28,25,18,1142140,1899447,2010,02/10/2018 03:50:01 PM
